"Ind","Block","Pos","Date","Measurer","Veg","Bud","Flr","Fert","Abt","M","S","N","round","ind_round"
"E10-51","E10","51",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-51_17"
"E10-52","E10","52",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-52_17"
"E10-53","E10","53",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-53_17"
"E10-54","E10","54",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-54_17"
"E10-55","E10","55",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-55_17"
"E10-56","E10","56",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-56_17"
"E10-57","E10","57",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-57_17"
"E10-58","E10","58",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-58_17"
"E10-59","E10","59",2022-09-02,"MJGQ",157,NA,194,189,NA,"","","","17","E10-59_17"
"E10-60","E10","60",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-60_17"
"E10-61","E10","61",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-61_17"
"E10-62","E10","62",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-62_17"
"E10-63","E10","63",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-63_17"
"E10-64","E10","64",2022-09-02,"MJGQ",123,NA,145,144,NA,"","","","17","E10-64_17"
"E10-65","E10","65",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-65_17"
"E10-66","E10","66",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-66_17"
"E10-67","E10","67",2022-09-02,"MJGQ",100,NA,122,106,120,"","","","17","E10-67_17"
"E10-68","E10","68",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-68_17"
"E10-69","E10","69",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-69_17"
"E10-70","E10","70",2022-09-02,"MJGQ",113,NA,154,153,NA,"","","","17","E10-70_17"
"E10-71","E10","71",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-71_17"
"E10-72","E10","72",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-72_17"
"E10-73","E10","73",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-73_17"
"E10-74","E10","74",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-74_17"
"E10-75","E10","75",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-75_17"
"E10-76","E10","76",2022-09-02,"MJGQ",113,NA,132,120,129,"","","","17","E10-76_17"
"E10-77","E10","77",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-77_17"
"E10-78","E10","78",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-78_17"
"E10-79","E10","79",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-79_17"
"E10-80","E10","80",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-80_17"
"E10-81","E10","81",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-81_17"
"E10-82","E10","82",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-82_17"
"E10-83","E10","83",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-83_17"
"E10-84","E10","84",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-84_17"
"E10-85","E10","85",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-85_17"
"E10-86","E10","86",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-86_17"
"E10-87","E10","87",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-87_17"
"E10-88","E10","88",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-88_17"
"E10-89","E10","89",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-89_17"
"E10-90","E10","90",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-90_17"
"E10-91","E10","91",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-91_17"
"E10-92","E10","92",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-92_17"
"E10-93","E10","93",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-93_17"
"E10-94","E10","94",2022-09-02,"MJGQ",129,NA,164,161,NA,"","","","17","E10-94_17"
"E10-95","E10","95",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-95_17"
"E10-96","E10","96",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-96_17"
"E10-97","E10","97",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-97_17"
"E10-98","E10","98",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-98_17"
"E10-99","E10","99",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-99_17"
"E10-100","E10","100",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-100_17"
"E10-101","E10","101",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-101_17"
"E10-102","E10","102",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-102_17"
"E10-103","E10","103",2022-09-02,"MJGQ",130,NA,169,161,NA,"","","","17","E10-103_17"
"E10-104","E10","104",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-104_17"
"E10-105","E10","105",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-105_17"
"E10-106","E10","106",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-106_17"
"E10-107","E10","107",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-107_17"
"E10-108","E10","108",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-108_17"
"E10-109","E10","109",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-109_17"
"E10-110","E10","110",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-110_17"
"E10-111","E10","111",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-111_17"
"E10-112","E10","112",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-112_17"
"E10-113","E10","113",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-113_17"
"E10-114","E10","114",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-114_17"
"E10-115","E10","115",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-115_17"
"E10-116","E10","116",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-116_17"
"E10-117","E10","117",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-117_17"
"E10-118","E10","118",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-118_17"
"E10-119","E10","119",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-119_17"
"E10-120","E10","120",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-120_17"
"E10-121","E10","121",2022-09-02,"MJGQ",130,NA,162,160,NA,"","","","17","E10-121_17"
"E10-122","E10","122",2022-09-02,"MJGQ",149,NA,184,180,NA,"","","","17","E10-122_17"
"E10-123","E10","123",2022-09-02,"MJGQ",172,NA,214,210,NA,"","","","17","E10-123_17"
"E10-124","E10","124",2022-09-02,"MJGQ",115,NA,150,150,NA,"","","","17","E10-124_17"
"E10-125","E10","125",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-125_17"
"E10-126","E10","126",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-126_17"
"E10-127","E10","127",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-127_17"
"E10-128","E10","128",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-128_17"
"E10-129","E10","129",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-129_17"
"E10-130","E10","130",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-130_17"
"E10-131","E10","131",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-131_17"
"E10-132","E10","132",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-132_17"
"E10-133","E10","133",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-133_17"
"E10-134","E10","134",2022-09-02,"MJGQ",100,NA,124,NA,120,"","","","17","E10-134_17"
"E10-135","E10","135",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-135_17"
"E10-136","E10","136",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-136_17"
"E10-137","E10","137",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-137_17"
"E10-138","E10","138",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-138_17"
"E10-139","E10","139",2022-09-02,"MJGQ",145,NA,175,172,NA,"","","","17","E10-139_17"
"E10-140","E10","140",2022-09-02,"MJGQ",110,115,112,111,NA,"","","","17","E10-140_17"
"E10-141","E10","141",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-141_17"
"E10-142","E10","142",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-142_17"
"E10-143","E10","143",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-143_17"
"E10-144","E10","144",2022-09-02,"MJGQ",100,NA,108,106,NA,"","","","17","E10-144_17"
"E10-145","E10","145",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-145_17"
"E10-146","E10","146",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-146_17"
"E10-147","E10","147",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-147_17"
"E10-148","E10","148",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-148_17"
"E10-149","E10","149",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-149_17"
"E10-150","E10","150",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-150_17"
"E10-151","E10","151",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-151_17"
"E10-152","E10","152",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-152_17"
"E10-153","E10","153",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-153_17"
"E10-154","E10","154",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-154_17"
"E10-155","E10","155",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-155_17"
"E10-156","E10","156",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-156_17"
"E10-157","E10","157",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-157_17"
"E10-158","E10","158",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-158_17"
"E10-159","E10","159",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-159_17"
"E10-160","E10","160",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-160_17"
"E10-161","E10","161",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-161_17"
"E10-162","E10","162",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-162_17"
"E10-163","E10","163",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-163_17"
"E10-164","E10","164",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-164_17"
"E10-165","E10","165",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-165_17"
"E10-166","E10","166",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-166_17"
"E10-167","E10","167",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-167_17"
"E10-168","E10","168",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-168_17"
"E10-169","E10","169",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-169_17"
"E10-170","E10","170",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-170_17"
"E10-171","E10","171",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-171_17"
"E10-172","E10","172",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-172_17"
"E10-173","E10","173",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-173_17"
"E10-174","E10","174",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-174_17"
"E10-175","E10","175",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-175_17"
"E10-176","E10","176",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-176_17"
"E10-177","E10","177",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-177_17"
"E10-178","E10","178",2022-09-02,"MJGQ",133,NA,154,152,NA,"","","","17","E10-178_17"
"E10-179","E10","179",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-179_17"
"E10-180","E10","180",2022-09-02,"MJGQ",91,162,161,156,NA,"","","","17","E10-180_17"
"E10-181","E10","181",2022-09-02,"MJGQ",141,NA,195,194,NA,"","","","17","E10-181_17"
"E10-182","E10","182",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-182_17"
"E10-183","E10","183",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-183_17"
"E10-184","E10","184",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-184_17"
"E10-185","E10","185",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-185_17"
"E10-186","E10","186",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-186_17"
"E10-187","E10","187",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-187_17"
"E10-188","E10","188",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-188_17"
"E10-189","E10","189",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-189_17"
"E10-190","E10","190",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-190_17"
"E10-191","E10","191",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-191_17"
"E10-192","E10","192",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-192_17"
"E10-193","E10","193",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-193_17"
"E10-194","E10","194",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-194_17"
"E10-195","E10","195",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-195_17"
"E10-196","E10","196",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-196_17"
"E10-197","E10","197",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-197_17"
"E10-198","E10","198",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-198_17"
"E10-199","E10","199",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-199_17"
"E10-200","E10","200",2022-09-02,"MJGQ",NA,NA,NA,NA,NA,"","","","17","E10-200_17"
"E10-201","E10","201",2022-09-02,"MJGQ",150,NA,188,187,NA,"","","","17","E10-201_17"
"E3-1","E3","1",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-1_18"
"E3-2","E3","2",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-2_18"
"E3-3","E3","3",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-3_18"
"E3-4","E3","4",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-4_18"
"E3-5","E3","5",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-5_18"
"E3-6","E3","6",2022-09-08,"MJGQ",129,138,137,133,NA,"","","","18","E3-6_18"
"E3-7","E3","7",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-7_18"
"E3-8","E3","8",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-8_18"
"E3-9","E3","9",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-9_18"
"E3-10","E3","10",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-10_18"
"E3-11","E3","11",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-11_18"
"E3-12","E3","12",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-12_18"
"E3-13","E3","13",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-13_18"
"E3-14","E3","14",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-14_18"
"E3-15","E3","15",2022-09-08,"MJGQ",130,175,174,173,163,"","","","18","E3-15_18"
"E3-16","E3","16",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-16_18"
"E3-17","E3","17",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-17_18"
"E3-18","E3","18",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-18_18"
"E3-19","E3","19",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-19_18"
"E3-20","E3","20",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-20_18"
"E3-21","E3","21",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-21_18"
"E3-22","E3","22",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-22_18"
"E3-23","E3","23",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-23_18"
"E3-24","E3","24",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-24_18"
"E3-25","E3","25",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-25_18"
"E3-26","E3","26",2022-09-08,"MJGQ",130,146,144,139,NA,"","","","18","E3-26_18"
"E3-27","E3","27",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-27_18"
"E3-28","E3","28",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-28_18"
"E3-29","E3","29",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-29_18"
"E3-30","E3","30",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-30_18"
"E3-31","E3","31",2022-09-08,"MJGQ",115,167,165,160,NA,"","","","18","E3-31_18"
"E3-32","E3","32",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-32_18"
"E3-33","E3","33",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-33_18"
"E3-34","E3","34",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-34_18"
"E3-35","E3","35",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-35_18"
"E3-36","E3","36",2022-09-08,"MJGQ",133,183,182,157,179,"","","","18","E3-36_18"
"E3-37","E3","37",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-37_18"
"E3-38","E3","38",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-38_18"
"E3-39","E3","39",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-39_18"
"E3-40","E3","40",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-40_18"
"E3-41","E3","41",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-41_18"
"E3-42","E3","42",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-42_18"
"E3-43","E3","43",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-43_18"
"E3-44","E3","44",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-44_18"
"E3-45","E3","45",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-45_18"
"E3-46","E3","46",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-46_18"
"E3-47","E3","47",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-47_18"
"E3-48","E3","48",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-48_18"
"E3-49","E3","49",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-49_18"
"E3-50","E3","50",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-50_18"
"E3-51","E3","51",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-51_18"
"E3-52","E3","52",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-52_18"
"E3-53","E3","53",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-53_18"
"E3-54","E3","54",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-54_18"
"E3-55","E3","55",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-55_18"
"E3-56","E3","56",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-56_18"
"E3-57","E3","57",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-57_18"
"E3-58","E3","58",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-58_18"
"E3-59","E3","59",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-59_18"
"E3-60","E3","60",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-60_18"
"E3-61","E3","61",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-61_18"
"E3-62","E3","62",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-62_18"
"E3-63","E3","63",2022-09-08,"MJGQ",151,NA,203,200,NA,"","","","18","E3-63_18"
"E3-64","E3","64",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-64_18"
"E3-65","E3","65",2022-09-08,"MJGQ",138,NA,175,145,174,"","","","18","E3-65_18"
"E3-66","E3","66",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-66_18"
"E3-67","E3","67",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-67_18"
"E3-68","E3","68",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-68_18"
"E3-69","E3","69",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-69_18"
"E3-70","E3","70",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-70_18"
"E3-71","E3","71",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-71_18"
"E3-72","E3","72",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-72_18"
"E3-73","E3","73",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-73_18"
"E3-74","E3","74",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-74_18"
"E3-75","E3","75",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-75_18"
"E3-76","E3","76",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-76_18"
"E3-77","E3","77",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-77_18"
"E3-78","E3","78",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-78_18"
"E3-79","E3","79",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-79_18"
"E3-80","E3","80",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-80_18"
"E3-81","E3","81",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-81_18"
"E3-82","E3","82",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-82_18"
"E3-83","E3","83",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-83_18"
"E3-84","E3","84",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-84_18"
"E3-85","E3","85",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-85_18"
"E3-86","E3","86",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-86_18"
"E3-87","E3","87",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-87_18"
"E3-88","E3","88",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-88_18"
"E3-89","E3","89",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-89_18"
"E3-90","E3","90",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-90_18"
"E3-91","E3","91",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-91_18"
"E3-92","E3","92",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-92_18"
"E3-93","E3","93",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-93_18"
"E3-94","E3","94",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-94_18"
"E3-95","E3","95",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-95_18"
"E3-96","E3","96",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-96_18"
"E3-97","E3","97",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-97_18"
"E3-98","E3","98",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-98_18"
"E3-99","E3","99",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-99_18"
"E3-100","E3","100",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-100_18"
"E3-101","E3","101",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-101_18"
"E3-102","E3","102",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-102_18"
"E3-103","E3","103",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-103_18"
"E3-104","E3","104",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-104_18"
"E3-105","E3","105",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-105_18"
"E3-106","E3","106",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-106_18"
"E3-107","E3","107",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-107_18"
"E3-108","E3","108",2022-09-08,"MJGQ",NA,NA,NA,NA,NA,"","","","18","E3-108_18"
