"Ind","Block","Position","Date","Measurer","Veg","Bud","Flr","Frt","Abt","M","S","N","round","ind_round"
"E9-145","E9","145",2023-08-22,"Majo",89,93,91,NA,NA,"","Y","","12","E9-145_12"
"E9-146","E9","146",2023-08-22,"Majo",43,53,49,NA,NA,"","","","12","E9-146_12"
"E9-147","E9","147",2023-08-22,"Majo",NA,NA,NA,NA,NA,"","","","12","E9-147_12"
"E9-148","E9","148",2023-08-22,"Majo",NA,NA,NA,NA,NA,"","","","12","E9-148_12"
"E9-149","E9","149",2023-08-22,"Majo",NA,NA,NA,NA,NA,"","","","12","E9-149_12"
"E9-150","E9","150",2023-08-22,"Majo",32,NA,NA,NA,NA,"","Y","","12","E9-150_12"
"E9-151","E9","151",2023-08-22,"Majo",44,NA,NA,NA,NA,"","","","12","E9-151_12"
"E9-152","E9","152",2023-08-22,"Majo",NA,NA,NA,NA,NA,"","","","12","E9-152_12"
"E9-153","E9","153",2023-08-22,"Majo",47,NA,NA,NA,NA,"","Y","","12","E9-153_12"
"E9-154","E9","154",2023-08-22,"Majo",52,NA,NA,NA,NA,"","Y","","12","E9-154_12"
"E9-155","E9","155",2023-08-22,"Majo",45,NA,NA,NA,NA,"Y","","Y","12","E9-155_12"
"E9-156","E9","156",2023-08-22,"Majo",46,NA,NA,NA,NA,"","","","12","E9-156_12"
"E9-157","E9","157",2023-08-22,"Majo",NA,NA,NA,NA,NA,"","","","12","E9-157_12"
"E9-158","E9","158",2023-08-22,"Majo",44,NA,NA,NA,NA,"","Y","","12","E9-158_12"
"E9-159","E9","159",2023-08-22,"Majo",NA,NA,NA,NA,NA,"","","","12","E9-159_12"
"E9-160","E9","160",2023-08-22,"Majo",32,NA,NA,NA,NA,"","Y","","12","E9-160_12"
"E9-161","E9","161",2023-08-22,"Majo",41,NA,NA,NA,NA,"","","","12","E9-161_12"
"E9-162","E9","162",2023-08-22,"Majo",34,NA,NA,NA,NA,"Y","Y","","12","E9-162_12"
"E9-163","E9","163",2023-08-22,"Majo",35,NA,NA,NA,NA,"","","","12","E9-163_12"
"E9-164","E9","164",2023-08-22,"Majo",64,NA,NA,NA,NA,"","Y","","12","E9-164_12"
"E9-165","E9","165",2023-08-22,"Majo",107,111,109,NA,NA,"","","","12","E9-165_12"
"E9-166","E9","166",2023-08-22,"Majo",41,NA,NA,NA,NA,"","","","12","E9-166_12"
"E9-167","E9","167",2023-08-22,"Majo",45,NA,NA,NA,NA,"","Y","","12","E9-167_12"
"E9-168","E9","168",2023-08-22,"Majo",65,NA,NA,NA,NA,"","Y","","12","E9-168_12"
"E9-169","E9","169",2023-08-22,"Majo",50,NA,NA,NA,NA,"","","","12","E9-169_12"
"E9-170","E9","170",2023-08-22,"Majo",32,NA,NA,NA,NA,"","Y","","12","E9-170_12"
"E9-171","E9","171",2023-08-22,"Majo",NA,NA,NA,NA,NA,"","","","12","E9-171_12"
"E9-172","E9","172",2023-08-22,"Majo",50,NA,NA,NA,NA,"","","","12","E9-172_12"
"E9-173","E9","173",2023-08-22,"Majo",64,NA,NA,NA,NA,"","Y","","12","E9-173_12"
"E9-174","E9","174",2023-08-22,"Majo",44,NA,NA,NA,NA,"","","","12","E9-174_12"
"E9-175","E9","175",2023-08-22,"Majo",69,NA,NA,NA,NA,"Y","Y","","12","E9-175_12"
"E9-176","E9","176",2023-08-22,"Majo",51,NA,NA,NA,NA,"","Y","","12","E9-176_12"
"E9-177","E9","177",2023-08-22,"Majo",59,NA,NA,NA,NA,"","Y","","12","E9-177_12"
"E9-178","E9","178",2023-08-22,"Majo",57,NA,NA,NA,NA,"","","","12","E9-178_12"
"E9-179","E9","179",2023-08-22,"Majo",51,NA,NA,NA,NA,"","Y","","12","E9-179_12"
"E9-180","E9","180",2023-08-22,"Majo",85,92,90,NA,NA,"","Y","","12","E9-180_12"
"E9-181","E9","181",2023-08-22,"Majo",75,NA,NA,NA,NA,"","","","12","E9-181_12"
"E9-182","E9","182",2023-08-22,"Majo",34,NA,NA,NA,NA,"Y","","","12","E9-182_12"
"E9-183","E9","183",2023-08-22,"Majo",66,NA,NA,NA,NA,"","Y","","12","E9-183_12"
"E9-184","E9","184",2023-08-22,"Majo",61,NA,NA,NA,NA,"","Y","","12","E9-184_12"
"E9-185","E9","185",2023-08-22,"Majo",57,NA,NA,NA,NA,"","Y","","12","E9-185_12"
"E9-186","E9","186",2023-08-22,"Majo",60,NA,NA,NA,NA,"","Y","","12","E9-186_12"
"E9-187","E9","187",2023-08-22,"Majo",66,NA,NA,NA,NA,"","","","12","E9-187_12"
"E9-188","E9","188",2023-08-22,"Majo",37,NA,NA,NA,NA,"","","","12","E9-188_12"
"E9-189","E9","189",2023-08-22,"Majo",66,NA,NA,NA,NA,"","","","12","E9-189_12"
"E9-190","E9","190",2023-08-22,"Majo",50,NA,NA,NA,NA,"","","","12","E9-190_12"
"E9-191","E9","191",2023-08-22,"Majo",NA,NA,NA,NA,NA,"","","","12","E9-191_12"
"E9-192","E9","192",2023-08-22,"Majo",51,NA,NA,NA,NA,"","","","12","E9-192_12"
"E9-193","E9","193",2023-08-22,"Majo",82,NA,NA,NA,NA,"","","","12","E9-193_12"
"E9-194","E9","194",2023-08-22,"Majo",NA,NA,NA,NA,NA,"","","","12","E9-194_12"
"E9-195","E9","195",2023-08-22,"Majo",65,NA,NA,NA,NA,"","","","12","E9-195_12"
"E9-196","E9","196",2023-08-22,"Majo",65,NA,NA,NA,NA,"","","","12","E9-196_12"
"E9-197","E9","197",2023-08-22,"Majo",36,NA,NA,NA,NA,"","","","12","E9-197_12"
"E9-198","E9","198",2023-08-22,"Majo",NA,NA,NA,NA,NA,"","","","12","E9-198_12"
"E9-199","E9","199",2023-08-22,"Majo",52,NA,NA,NA,NA,"","","","12","E9-199_12"
"E9-200","E9","200",2023-08-22,"Majo",32,NA,NA,NA,NA,"","","","12","E9-200_12"
"E9-201","E9","201",2023-08-22,"Majo",110,112,NA,NA,NA,"","Y","","12","E9-201_12"
"E9-202","E9","202",2023-08-22,"Majo",72,NA,NA,NA,NA,"","Y","","12","E9-202_12"
"E10-1","E10","1",2023-08-21,"Matt + Em",133,154,147,145,NA,"","","","12","E10-1_12"
"E10-2","E10","2",2023-08-21,"Matt + Em",99,124,NA,110,NA,"","","","12","E10-2_12"
"E10-3","E10","3",2023-08-21,"Matt + Em",121,154,140,137,NA,"","","","12","E10-3_12"
"E10-4","E10","4",2023-08-21,"Matt + Em",87,117,NA,110,NA,"","","","12","E10-4_12"
"E10-5","E10","5",2023-08-21,"Matt + Em",80,101,99,87,NA,"","","","12","E10-5_12"
"E10-6","E10","6",2023-08-21,"Matt + Em",98,122,121,100,NA,"","","","12","E10-6_12"
"E10-7","E10","7",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-7_12"
"E10-8","E10","8",2023-08-21,"Matt + Em",101,124,117,87,NA,"","","","12","E10-8_12"
"E10-9","E10","9",2023-08-21,"Matt + Em",91,100,96,93,NA,"","","","12","E10-9_12"
"E10-10","E10","10",2023-08-21,"Matt + Em",132,143,135,NA,NA,"","","","12","E10-10_12"
"E10-11","E10","11",2023-08-21,"Matt + Em",96,124,122,101,NA,"","","","12","E10-11_12"
"E10-12","E10","12",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-12_12"
"E10-13","E10","13",2023-08-21,"Matt + Em",120,143,140,134,NA,"","","","12","E10-13_12"
"E10-14","E10","14",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-14_12"
"E10-15","E10","15",2023-08-21,"Matt + Em",114,139,133,126,NA,"","","","12","E10-15_12"
"E10-16","E10","16",2023-08-21,"Matt + Em",130,157,152,141,NA,"","","","12","E10-16_12"
"E10-17","E10","17",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-17_12"
"E10-18","E10","18",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-18_12"
"E10-19","E10","19",2023-08-21,"Matt + Em",118,130,125,121,NA,"","","","12","E10-19_12"
"E10-20","E10","20",2023-08-21,"Matt + Em",99,117,102,109,NA,"","","","12","E10-20_12"
"E10-21","E10","21",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-21_12"
"E10-22","E10","22",2023-08-21,"Matt + Em",118,137,131,122,NA,"","","","12","E10-22_12"
"E10-23","E10","23",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-23_12"
"E10-24","E10","24",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-24_12"
"E10-25","E10","25",2023-08-21,"Matt + Em",132,150,143,134,NA,"","","","12","E10-25_12"
"E10-26","E10","26",2023-08-21,"Matt + Em",67,74,71,NA,NA,"","","","12","E10-26_12"
"E10-27","E10","27",2023-08-21,"Matt + Em",124,142,139,128,NA,"","","","12","E10-27_12"
"E10-28","E10","28",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-28_12"
"E10-29","E10","29",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-29_12"
"E10-30","E10","30",2023-08-21,"Matt + Em",115,133,127,122,NA,"","","","12","E10-30_12"
"E10-31","E10","31",2023-08-21,"Matt + Em",99,120,126,NA,NA,"","","","12","E10-31_12"
"E10-32","E10","32",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-32_12"
"E10-33","E10","33",2023-08-21,"Matt + Em",117,145,143,120,NA,"","","","12","E10-33_12"
"E10-34","E10","34",2023-08-21,"Matt + Em",123,134,128,125,NA,"","","","12","E10-34_12"
"E10-35","E10","35",2023-08-21,"Matt + Em",118,149,147,120,NA,"","","","12","E10-35_12"
"E10-36","E10","36",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-36_12"
"E10-37","E10","37",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-37_12"
"E10-38","E10","38",2023-08-21,"Matt + Em",111,143,141,120,NA,"","","","12","E10-38_12"
"E10-39","E10","39",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-39_12"
"E10-40","E10","40",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-40_12"
"E10-41","E10","41",2023-08-21,"Matt + Em",150,168,163,152,NA,"","","","12","E10-41_12"
"E10-42","E10","42",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-42_12"
"E10-43","E10","43",2023-08-21,"Matt + Em",111,143,142,NA,NA,"","","","12","E10-43_12"
"E10-44","E10","44",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-44_12"
"E10-45","E10","45",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-45_12"
"E10-46","E10","46",2023-08-21,"Matt + Em",97,131,130,NA,NA,"","","","12","E10-46_12"
"E10-47","E10","47",2023-08-21,"Matt + Em",122,143,142,123,NA,"","","","12","E10-47_12"
"E10-48","E10","48",2023-08-21,"Matt + Em",149,173,172,149,NA,"","","","12","E10-48_12"
"E10-49","E10","49",2023-08-21,"Matt + Em",65,124,117,111,NA,"","","","12","E10-49_12"
"E10-50","E10","50",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-50_12"
"E10-51","E10","51",2023-08-21,"Matt + Em",125,105,160,NA,NA,"","","","12","E10-51_12"
"E10-52","E10","52",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-52_12"
"E10-53","E10","53",2023-08-21,"Matt + Em",131,154,147,133,NA,"","","","12","E10-53_12"
"E10-54","E10","54",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-54_12"
"E10-55","E10","55",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-55_12"
"E10-56","E10","56",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-56_12"
"E10-57","E10","57",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-57_12"
"E10-58","E10","58",2023-08-21,"Matt + Em",130,153,145,133,NA,"","","","12","E10-58_12"
"E10-59","E10","59",2023-08-21,"Matt + Em",160,179,171,162,NA,"","","","12","E10-59_12"
"E10-60","E10","60",2023-08-21,"Matt + Em",91,112,109,93,NA,"","","","12","E10-60_12"
"E10-61","E10","61",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-61_12"
"E10-62","E10","62",2023-08-21,"Matt + Em",110,128,NA,NA,NA,"","","","12","E10-62_12"
"E10-63","E10","63",2023-08-21,"Matt + Em",105,137,131,109,NA,"","","","12","E10-63_12"
"E10-64","E10","64",2023-08-21,"Matt + Em",121,144,132,124,NA,"","","","12","E10-64_12"
"E10-65","E10","65",2023-08-21,"Matt + Em",108,132,128,NA,NA,"","","","12","E10-65_12"
"E10-66","E10","66",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-66_12"
"E10-67","E10","67",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-67_12"
"E10-68","E10","68",2023-08-21,"Matt + Em",101,121,117,103,NA,"","","","12","E10-68_12"
"E10-69","E10","69",2023-08-21,"Matt + Em",75,NA,NA,NA,NA,"","","","12","E10-69_12"
"E10-70","E10","70",2023-08-21,"Matt + Em",101,132,128,NA,NA,"","","","12","E10-70_12"
"E10-71","E10","71",2023-08-21,"Matt + Em",90,131,120,NA,NA,"","","","12","E10-71_12"
"E10-72","E10","72",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-72_12"
"E10-73","E10","73",2023-08-21,"Matt + Em",123,141,139,126,NA,"","","","12","E10-73_12"
"E10-74","E10","74",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-74_12"
"E10-75","E10","75",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-75_12"
"E10-76","E10","76",2023-08-21,"Matt + Em",132,153,150,134,NA,"","","","12","E10-76_12"
"E10-77","E10","77",2023-08-21,"Matt + Em",74,82,81,80,NA,"","","","12","E10-77_12"
"E10-78","E10","78",2023-08-21,"Matt + Em",111,NA,133,130,NA,"","","","12","E10-78_12"
"E10-79","E10","79",2023-08-21,"Matt + Em",100,126,125,119,NA,"","","","12","E10-79_12"
"E10-80","E10","80",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-80_12"
"E10-81","E10","81",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-81_12"
"E10-82","E10","82",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-82_12"
"E10-83","E10","83",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-83_12"
"E10-84","E10","84",2023-08-21,"Matt + Em",100,115,114,113,NA,"","","","12","E10-84_12"
"E10-85","E10","85",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-85_12"
"E10-86","E10","86",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-86_12"
"E10-87","E10","87",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-87_12"
"E10-88","E10","88",2023-08-21,"Matt + Em",111,126,125,118,NA,"","","","12","E10-88_12"
"E10-89","E10","89",2023-08-21,"Matt + Em",150,NA,170,156,NA,"","","","12","E10-89_12"
"E10-90","E10","90",2023-08-21,"Matt + Em",115,135,131,125,NA,"","","","12","E10-90_12"
"E10-91","E10","91",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-91_12"
"E10-92","E10","92",2023-08-21,"Matt + Em",108,NA,118,117,NA,"","","","12","E10-92_12"
"E10-93","E10","93",2023-08-21,"Matt + Em",100,NA,121,118,NA,"","","","12","E10-93_12"
"E10-94","E10","94",2023-08-21,"Matt + Em",125,145,142,137,NA,"","","","12","E10-94_12"
"E10-95","E10","95",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-95_12"
"E10-96","E10","96",2023-08-21,"Matt + Em",109,NA,119,117,NA,"","","","12","E10-96_12"
"E10-97","E10","97",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-97_12"
"E10-98","E10","98",2023-08-21,"Matt + Em",103,148,143,134,NA,"","","","12","E10-98_12"
"E10-99","E10","99",2023-08-21,"Matt + Em",118,136,133,127,NA,"","","","12","E10-99_12"
"E10-100","E10","100",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-100_12"
"E10-101","E10","101",2023-08-21,"Matt + Em",146,183,181,174,NA,"","","","12","E10-101_12"
"E10-102","E10","102",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-102_12"
"E10-103","E10","103",2023-08-21,"Matt + Em",140,173,172,168,NA,"","","","12","E10-103_12"
"E10-104","E10","104",2023-08-21,"Matt + Em",119,134,132,126,NA,"","","","12","E10-104_12"
"E10-105","E10","105",2023-08-21,"Matt + Em",129,NA,150,144,NA,"","","","12","E10-105_12"
"E10-106","E10","106",2023-08-21,"Matt + Em",126,162,161,155,NA,"","","","12","E10-106_12"
"E10-107","E10","107",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-107_12"
"E10-108","E10","108",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-108_12"
"E10-109","E10","109",2023-08-21,"Matt + Em",117,133,131,125,NA,"","","","12","E10-109_12"
"E10-110","E10","110",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-110_12"
"E10-111","E10","111",2023-08-21,"Matt + Em",135,163,161,154,NA,"","","","12","E10-111_12"
"E10-112","E10","112",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-112_12"
"E10-113","E10","113",2023-08-21,"Matt + Em",106,139.5,137,135,NA,"","","","12","E10-113_12"
"E10-114","E10","114",2023-08-21,"Matt + Em",109,134,132,124,NA,"","","","12","E10-114_12"
"E10-115","E10","115",2023-08-21,"Matt + Em",91,117,114,108,NA,"","","","12","E10-115_12"
"E10-116","E10","116",2023-08-21,"Matt + Em",115,156.5,155,149,122,"","","","12","E10-116_12"
"E10-117","E10","117",2023-08-21,"Matt + Em",140,166,164,158,NA,"","","","12","E10-117_12"
"E10-118","E10","118",2023-08-21,"Matt + Em",114,140,136,128,NA,"","","","12","E10-118_12"
"E10-119","E10","119",2023-08-21,"Matt + Em",114,142,141,140,NA,"","","","12","E10-119_12"
"E10-120","E10","120",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-120_12"
"E10-121","E10","121",2023-08-21,"Matt + Em",119,153,150,143,NA,"","","","12","E10-121_12"
"E10-122","E10","122",2023-08-21,"Matt + Em",135,148,144,140,NA,"","","","12","E10-122_12"
"E10-123","E10","123",2023-08-21,"Matt + Em",150,NA,167,162,NA,"","","","12","E10-123_12"
"E10-124","E10","124",2023-08-21,"Matt + Em",160,187.5,186,178,NA,"","","","12","E10-124_12"
"E10-125","E10","125",2023-08-21,"Matt + Em",124,152,148,143,NA,"","","","12","E10-125_12"
"E10-126","E10","126",2023-08-21,"Matt + Em",173,215,192,176,NA,"","","","12","E10-126_12"
"E10-127","E10","127",2023-08-21,"Matt + Em",101,113,108,NA,NA,"","","","12","E10-127_12"
"E10-128","E10","128",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-128_12"
"E10-129","E10","129",2023-08-21,"Matt + Em",118,139,122,NA,NA,"","","","12","E10-129_12"
"E10-130","E10","130",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-130_12"
"E10-131","E10","131",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-131_12"
"E10-132","E10","132",2023-08-21,"Matt + Em",120,126,122,NA,NA,"","","","12","E10-132_12"
"E10-133","E10","133",2023-08-21,"Matt + Em",161,187,185,NA,NA,"","","","12","E10-133_12"
"E10-134","E10","134",2023-08-21,"Matt + Em",103,123,121,NA,NA,"","","","12","E10-134_12"
"E10-135","E10","135",2023-08-21,"Matt + Em",136,NA,159,NA,NA,"","","","12","E10-135_12"
"E10-136","E10","136",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-136_12"
"E10-137","E10","137",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-137_12"
"E10-138","E10","138",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-138_12"
"E10-139","E10","139",2023-08-21,"Matt + Em",147,167,165,150,NA,"","","","12","E10-139_12"
"E10-140","E10","140",2023-08-21,"Matt + Em",91,106,101,93,NA,"","","","12","E10-140_12"
"E10-141","E10","141",2023-08-21,"Matt + Em",103,138,135,NA,105,"","","","12","E10-141_12"
"E10-142","E10","142",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-142_12"
"E10-143","E10","143",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-143_12"
"E10-144","E10","144",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-144_12"
"E10-145","E10","145",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-145_12"
"E10-146","E10","146",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-146_12"
"E10-147","E10","147",2023-08-21,"Matt + Em",149,181,178,152,NA,"","","","12","E10-147_12"
"E10-148","E10","148",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-148_12"
"E10-149","E10","149",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-149_12"
"E10-150","E10","150",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-150_12"
"E10-151","E10","151",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-151_12"
"E10-152","E10","152",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-152_12"
"E10-153","E10","153",2023-08-21,"Matt + Em",124,168,164,126,NA,"","","","12","E10-153_12"
"E10-154","E10","154",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-154_12"
"E10-155","E10","155",2023-08-21,"Matt + Em",107,124,122,110,NA,"","","","12","E10-155_12"
"E10-156","E10","156",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-156_12"
"E10-157","E10","157",2023-08-21,"Matt + Em",106,124,117,109,NA,"","","","12","E10-157_12"
"E10-158","E10","158",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-158_12"
"E10-159","E10","159",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-159_12"
"E10-160","E10","160",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-160_12"
"E10-161","E10","161",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-161_12"
"E10-162","E10","162",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-162_12"
"E10-163","E10","163",2023-08-21,"Matt + Em",124,144,142,NA,NA,"","","","12","E10-163_12"
"E10-164","E10","164",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-164_12"
"E10-165","E10","165",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-165_12"
"E10-166","E10","166",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-166_12"
"E10-167","E10","167",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-167_12"
"E10-168","E10","168",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-168_12"
"E10-169","E10","169",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-169_12"
"E10-170","E10","170",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-170_12"
"E10-171","E10","171",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-171_12"
"E10-172","E10","172",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-172_12"
"E10-173","E10","173",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-173_12"
"E10-174","E10","174",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-174_12"
"E10-175","E10","175",2023-08-21,"Matt + Em",111,147,139,NA,NA,"","","","12","E10-175_12"
"E10-176","E10","176",2023-08-21,"Matt + Em",108,142,140,112,NA,"","","","12","E10-176_12"
"E10-177","E10","177",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-177_12"
"E10-178","E10","178",2023-08-21,"Matt + Em",121,129,124,122,NA,"","","","12","E10-178_12"
"E10-179","E10","179",2023-08-21,"Matt + Em",132,160,157,NA,NA,"","","","12","E10-179_12"
"E10-180","E10","180",2023-08-21,"Matt + Em",85,117,113,90,NA,"","","","12","E10-180_12"
"E10-181","E10","181",2023-08-21,"Matt + Em",126,166,160,132,NA,"","","","12","E10-181_12"
"E10-182","E10","182",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-182_12"
"E10-183","E10","183",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-183_12"
"E10-184","E10","184",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-184_12"
"E10-185","E10","185",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-185_12"
"E10-186","E10","186",2023-08-21,"Matt + Em",102,120,108,NA,NA,"","","","12","E10-186_12"
"E10-187","E10","187",2023-08-21,"Matt + Em",124,160,155,NA,NA,"","","","12","E10-187_12"
"E10-188","E10","188",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-188_12"
"E10-189","E10","189",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-189_12"
"E10-190","E10","190",2023-08-21,"Matt + Em",100,125,121,NA,NA,"","","","12","E10-190_12"
"E10-191","E10","191",2023-08-21,"Matt + Em",100,125,121,NA,NA,"","","","12","E10-191_12"
"E10-192","E10","192",2023-08-21,"Matt + Em",118,145,140,NA,NA,"","","","12","E10-192_12"
"E10-193","E10","193",2023-08-21,"Matt + Em",149,180,173,153,NA,"","","","12","E10-193_12"
"E10-194","E10","194",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-194_12"
"E10-195","E10","195",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-195_12"
"E10-196","E10","196",2023-08-21,"Matt + Em",102,119,116,110,NA,"","","","12","E10-196_12"
"E10-197","E10","197",2023-08-21,"Matt + Em",121,154,144,NA,NA,"","","","12","E10-197_12"
"E10-198","E10","198",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-198_12"
"E10-199","E10","199",2023-08-21,"Matt + Em",NA,NA,NA,NA,NA,"","","","12","E10-199_12"
"E10-200","E10","200",2023-08-21,"Matt + Em",81,110,109,NA,NA,"","","","12","E10-200_12"
"E10-201","E10","201",2023-08-21,"Matt + Em",125,142,139,127,NA,"","","","12","E10-201_12"
"E3-1","E3","1",2023-08-29,"Majo",NA,NA,NA,NA,NA,"","","","13","E3-1_13"
"E3-2","E3","2",2023-08-29,"Majo",115,NA,144.5,144,NA,"","","","13","E3-2_13"
"E3-3","E3","3",2023-08-29,"Majo",NA,NA,NA,NA,NA,"","","","13","E3-3_13"
"E3-4","E3","4",2023-08-29,"Majo",NA,NA,NA,NA,NA,"","","","13","E3-4_13"
"E3-5","E3","5",2023-08-29,"Majo",NA,NA,NA,NA,NA,"","","","13","E3-5_13"
