"Ind","Block","Pos","Date","Measurer","Veg","Bud","Flr","Fert","Abt","M","S","N","X","round","ind_round"
"E5-197","E5","197",2021-08-10,"Diego",27,NA,NA,NA,NA,"",NA,"","","20","E5-197_20"
"E5-198","E5","198",2021-08-10,"Diego",39,NA,NA,NA,NA,"",NA,"","","20","E5-198_20"
"E5-199","E5","199",2021-08-10,"Diego",32,NA,NA,NA,NA,"",NA,"","","20","E5-199_20"
"E5-200","E5","200",2021-08-10,"Diego",81,NA,NA,NA,NA,"",NA,"","","20","E5-200_20"
"E6-1","E6","1",2021-08-10,"Diego",95,99,NA,NA,NA,"",NA,"","","20","E6-1_20"
"E6-2","E6","2",2021-08-10,"Diego",45,NA,NA,NA,NA,"",NA,"","","20","E6-2_20"
"E6-3","E6","3",2021-08-10,"Diego",53,NA,NA,60,NA,"",NA,"","M1","20","E6-3_20"
"E6-4","E6","4",2021-08-10,"Diego",54,62,61,60,NA,"",NA,"","","20","E6-4_20"
"E6-5","E6","5",2021-08-10,"Diego",82,NA,102,94,NA,"",NA,"","","20","E6-5_20"
"E6-6","E6","6",2021-08-10,"Diego",47,NA,89,81,NA,"",NA,"","M2","20","E6-6_20"
"E6-7","E6","7",2021-08-10,"Diego",36,NA,NA,NA,NA,"",NA,"","","20","E6-7_20"
"E6-8","E6","8",2021-08-10,"Diego",50,NA,NA,57,NA,"",NA,"","","20","E6-8_20"
"E6-9","E6","9",2021-08-10,"Diego",58,92,87,81,NA,"",NA,"","","20","E6-9_20"
"E6-10","E6","10",2021-08-10,"Diego",47,NA,NA,NA,NA,"",NA,"","","20","E6-10_20"
"E6-11","E6","11",2021-08-10,"Diego",65,NA,NA,NA,NA,"",NA,"","","20","E6-11_20"
"E6-12","E6","12",2021-08-10,"Diego",59,85,84,71,NA,"",NA,"","","20","E6-12_20"
"E6-13","E6","13",2021-08-10,"Diego",50,NA,69,63,NA,"",NA,"","","20","E6-13_20"
"E6-14","E6","14",2021-08-10,"Diego",70,91,85,79,NA,"",NA,"","","20","E6-14_20"
"E6-15","E6","15",2021-08-10,"Diego",64,NA,84,73,NA,"",NA,"","","20","E6-15_20"
"E6-16","E6","16",2021-08-10,"Diego",104,131,126,110,NA,"",NA,"","","20","E6-16_20"
"E6-17","E6","17",2021-08-10,"Diego",83,NA,NA,119,NA,"",NA,"","","20","E6-17_20"
"E6-18","E6","18",2021-08-10,"Diego",61,88,82,75,NA,"",NA,"","","20","E6-18_20"
"E6-19","E6","19",2021-08-10,"Diego",77,NA,110,91,NA,"",NA,"","","20","E6-19_20"
"E6-20","E6","20",2021-08-10,"Diego",61,96,91,74,NA,"",NA,"","","20","E6-20_20"
"E6-21","E6","21",2021-08-10,"Diego",66,104,101,97,NA,"",NA,"","M4","20","E6-21_20"
"E6-22","E6","22",2021-08-10,"Diego",87,125,120,104,NA,"",NA,"","","20","E6-22_20"
"E6-23","E6","23",2021-08-10,"Diego",64,NA,NA,NA,NA,"",NA,"","","20","E6-23_20"
"E6-24","E6","24",2021-08-10,"Diego",65,NA,NA,NA,NA,"",NA,"","","20","E6-24_20"
"E6-25","E6","25",2021-08-10,"Diego",91,94,NA,NA,NA,"",NA,"","","20","E6-25_20"
"E6-26","E6","26",2021-08-10,"Diego",60,NA,NA,NA,NA,"",NA,"","","20","E6-26_20"
"E6-27","E6","27",2021-08-10,"Diego",70,80,79,NA,NA,"",NA,"","","20","E6-27_20"
"E6-28","E6","28",2021-08-10,"Diego",81,109,104,86,NA,"",NA,"","M5","20","E6-28_20"
"E6-29","E6","29",2021-08-10,"Diego",86,105,96,95,NA,"",NA,"","","20","E6-29_20"
"E6-30","E6","30",2021-08-10,"Diego",87,91,NA,NA,NA,"",NA,"","","20","E6-30_20"
"E6-31","E6","31",2021-08-10,"Diego",61,NA,82,77,NA,"",NA,"","M6","20","E6-31_20"
"E6-32","E6","32",2021-08-10,"Diego",93,102,NA,NA,NA,"",NA,"","","20","E6-32_20"
"E6-33","E6","33",2021-08-10,"Diego",56,73,69,60,NA,"",NA,"","","20","E6-33_20"
"E6-34","E6","34",2021-08-10,"Diego",84,113,103,90,NA,"",NA,"","","20","E6-34_20"
"E6-35","E6","35",2021-08-10,"Diego",77,95,92,NA,NA,"",NA,"","","20","E6-35_20"
"E6-36","E6","36",2021-08-10,"Diego",107,117,111,NA,NA,"",NA,"","","20","E6-36_20"
"E6-37","E6","37",2021-08-10,"Diego",64,95,88,84,NA,"",NA,"","","20","E6-37_20"
"E6-38","E6","38",2021-08-10,"Diego",94,95,NA,NA,NA,"",NA,"","","20","E6-38_20"
"E6-39","E6","39",2021-08-10,"Diego",76,94,90,NA,NA,"",NA,"","","20","E6-39_20"
"E6-40","E6","40",2021-08-10,"Diego",64,NA,91,85,NA,"",NA,"","","20","E6-40_20"
"E6-41","E6","41",2021-08-10,"Diego",56,NA,NA,NA,NA,"",NA,"","","20","E6-41_20"
"E6-42","E6","42",2021-08-10,"Diego",98,104,NA,NA,NA,"",NA,"","","20","E6-42_20"
"E6-43","E6","43",2021-08-10,"Diego",109,123,116,NA,NA,"",NA,"","","20","E6-43_20"
"E6-44","E6","44",2021-08-10,"Diego",62,NA,NA,NA,NA,"",NA,"","","20","E6-44_20"
"E6-45","E6","45",2021-08-10,"Diego",90,107,101,94,NA,"",NA,"","M8","20","E6-45_20"
"E6-46","E6","46",2021-08-10,"Diego",90,126,123,109,NA,"",NA,"","M9","20","E6-46_20"
"E6-47","E6","47",2021-08-10,"Diego",78,NA,91,87,NA,"",NA,"","","20","E6-47_20"
"E6-48","E6","48",2021-08-10,"Diego",74,NA,119,114,NA,"",NA,"","M10","20","E6-48_20"
"E6-49","E6","49",2021-08-10,"Diego",69,100,94,78,NA,"",NA,"","","20","E6-49_20"
"E6-50","E6","50",2021-08-10,"Diego",90,115,109,101,NA,"",NA,"","","20","E6-50_20"
"E6-51","E6","51",2021-08-10,"Diego",66,89,83,74,NA,"",NA,"","","20","E6-51_20"
"E6-52","E6","52",2021-08-10,"Diego",65,91,89,81,NA,"",NA,"","","20","E6-52_20"
"E6-53","E6","53",2021-08-10,"Diego",83,NA,100,95,NA,"",NA,"","M11","20","E6-53_20"
"E6-54","E6","54",2021-08-10,"Diego",65,NA,NA,NA,NA,"",NA,"","","20","E6-54_20"
"E6-55","E6","55",2021-08-10,"Diego",70,NA,NA,91,NA,"",NA,"","","20","E6-55_20"
"E6-56","E6","56",2021-08-10,"Diego",87,117,113,96,NA,"",NA,"","","20","E6-56_20"
"E6-57","E6","57",2021-08-10,"Diego",92,106,101,NA,NA,"",NA,"","","20","E6-57_20"
"E6-58","E6","58",2021-08-10,"Diego",134,152,147,NA,NA,"",NA,"","","20","E6-58_20"
"E6-59","E6","59",2021-08-10,"Diego",91,99,95,NA,NA,"",NA,"","","20","E6-59_20"
"E6-60","E6","60",2021-08-10,"Diego",86,NA,NA,NA,NA,"",NA,"","","20","E6-60_20"
"E6-61","E6","61",2021-08-10,"Diego",74,NA,104,97,NA,"",NA,"","M12","20","E6-61_20"
"E6-62","E6","62",2021-08-10,"Diego",84,NA,111,107,NA,"",NA,"","","20","E6-62_20"
"E6-63","E6","63",2021-08-10,"Diego",80,110,105,96,NA,"",NA,"","","20","E6-63_20"
"E6-64","E6","64",2021-08-10,"Diego",58,NA,NA,NA,NA,"",NA,"","","20","E6-64_20"
"E6-65","E6","65",2021-08-10,"Diego",98,104,101,NA,NA,"",NA,"","","20","E6-65_20"
"E6-66","E6","66",2021-08-10,"Diego",94,113,105,NA,NA,"",NA,"","","20","E6-66_20"
"E6-67","E6","67",2021-08-10,"Diego",76,100,93,86,NA,"",NA,"","","20","E6-67_20"
"E6-68","E6","68",2021-08-10,"Diego",55,91,85,83,NA,"",NA,"","M13","20","E6-68_20"
"E6-69","E6","69",2021-08-10,"Diego",57,NA,NA,70,NA,"",NA,"","","20","E6-69_20"
"E6-70","E6","70",2021-08-10,"Diego",63,NA,NA,100,NA,"",NA,"","","20","E6-70_20"
"E6-71","E6","71",2021-08-10,"Diego",53,NA,NA,64,NA,"",NA,"","M15","20","E6-71_20"
"E6-72","E6","72",2021-08-10,"Diego",64,70,67,NA,NA,"",NA,"","M14","20","E6-72_20"
"E6-73","E6","73",2021-08-10,"Diego",88,105,99,NA,NA,"",NA,"","","20","E6-73_20"
"E6-74","E6","74",2021-08-10,"Diego",NA,NA,NA,NA,NA,"",NA,"","","20","E6-74_20"
"E6-75","E6","75",2021-08-10,"Diego",77,88,83,NA,NA,"",NA,"","","20","E6-75_20"
"E6-76","E6","76",2021-08-10,"Diego",58,86,84,71,NA,"",NA,"","","20","E6-76_20"
"E6-77","E6","77",2021-08-10,"Diego",84,104,100,93,NA,"",NA,"","","20","E6-77_20"
"E6-78","E6","78",2021-08-10,"Diego",57,NA,NA,NA,NA,"",NA,"","M16","20","E6-78_20"
"E6-79","E6","79",2021-08-10,"Diego",91,109,102,NA,NA,"",NA,"","","20","E6-79_20"
"E6-80","E6","80",2021-08-10,"Diego",91,NA,NA,NA,NA,"",NA,"","","20","E6-80_20"
"E6-81","E6","81",2021-08-10,"Diego",71,101,99,91,NA,"",NA,"","M17","20","E6-81_20"
"E6-82","E6","82",2021-08-10,"Diego",75,NA,NA,NA,NA,"",NA,"","","20","E6-82_20"
"E6-83","E6","83",2021-08-10,"Diego",116,133,125,NA,NA,"",NA,"","","20","E6-83_20"
"E6-84","E6","84",2021-08-10,"Diego",89,113,110,103,NA,"",NA,"","","20","E6-84_20"
"E6-85","E6","85",2021-08-10,"Diego",81,122,118,110,NA,"",NA,"","","20","E6-85_20"
"E6-86","E6","86",2021-08-10,"Diego",80,115,108,97,NA,"",NA,"","","20","E6-86_20"
"E6-87","E6","87",2021-08-10,"Diego",86,106,100,89,NA,"",NA,"","","20","E6-87_20"
"E6-88","E6","88",2021-08-10,"Diego",84,NA,NA,NA,NA,"",NA,"","","20","E6-88_20"
"E6-89","E6","89",2021-08-10,"Diego",88,133,127,104,NA,"",NA,"","M20","20","E6-89_20"
"E6-90","E6","90",2021-08-10,"Diego",42,NA,NA,NA,NA,"",NA,"","","20","E6-90_20"
"E6-91","E6","91",2021-08-10,"Diego",60,61,NA,NA,NA,"",NA,"","","20","E6-91_20"
"E6-92","E6","92",2021-08-10,"Diego",64,NA,NA,NA,NA,"",NA,"","","20","E6-92_20"
"E6-93","E6","93",2021-08-10,"Diego",44,NA,NA,74,NA,"",NA,"","","20","E6-93_20"
"E6-94","E6","94",2021-08-10,"Diego",63,NA,NA,NA,NA,"",NA,"","","20","E6-94_20"
"E6-95","E6","95",2021-08-10,"Diego",84,131,122,105,NA,"",NA,"","","20","E6-95_20"
"E6-96","E6","96",2021-08-10,"Diego",99,121,112,NA,NA,"",NA,"","","20","E6-96_20"
"E6-97","E6","97",2021-08-10,"Diego",71,NA,NA,NA,NA,"",NA,"","","20","E6-97_20"
"E6-98","E6","98",2021-08-10,"Diego",103,114,108,NA,NA,"",NA,"","","20","E6-98_20"
"E6-99","E6","99",2021-08-10,"Diego",100,123,117,NA,NA,"",NA,"","","20","E6-99_20"
"E6-100","E6","100",2021-08-10,"Diego",93,133,130,112,NA,"",NA,"","M19","20","E6-100_20"
"E6-101","E6","101",2021-08-10,"Diego",74,107,104,89,NA,"",NA,"","M21","20","E6-101_20"
"E6-102","E6","102",2021-08-10,"Diego",58,NA,NA,86,NA,"",NA,"","M22","20","E6-102_20"
"E6-103","E6","103",2021-08-10,"Diego",NA,NA,NA,NA,NA,"",NA,"","","20","E6-103_20"
"E6-104","E6","104",2021-08-10,"Diego",73,108,94,91,NA,"",NA,"","","20","E6-104_20"
"E6-105","E6","105",2021-08-10,"Diego",79,NA,89,86,NA,"",NA,"","","20","E6-105_20"
"E6-106","E6","106",2021-08-10,"Diego",86,87,NA,NA,NA,"",NA,"","","20","E6-106_20"
"E6-107","E6","107",2021-08-10,"Diego",81,94,92,85,NA,"",NA,"","","20","E6-107_20"
"E6-108","E6","108",2021-08-10,"Diego",60,NA,106,94,NA,"",NA,"","M23","20","E6-108_20"
"E6-109","E6","109",2021-08-10,"Diego",65,NA,NA,93,NA,"",NA,"","M24","20","E6-109_20"
"E6-110","E6","110",2021-08-10,"Diego",95,114,108,101,NA,"",NA,"","M25","20","E6-110_20"
"E6-111","E6","111",2021-08-10,"Diego",63,87,84,78,NA,"",NA,"","","20","E6-111_20"
"E6-112","E6","112",2021-08-10,"Diego",97,104,NA,NA,NA,"",NA,"","","20","E6-112_20"
"E6-113","E6","113",2021-08-10,"Diego",55,82,77,65,NA,"",NA,"","","20","E6-113_20"
"E6-114","E6","114",2021-08-10,"Diego",84,100,90,NA,NA,"",NA,"","","20","E6-114_20"
"E6-115","E6","115",2021-08-10,"Diego",97,109,101,NA,NA,"",NA,"","M26","20","E6-115_20"
"E6-116","E6","116",2021-08-10,"Diego",80,98,93,NA,NA,"",NA,"","","20","E6-116_20"
"E6-117","E6","117",2021-08-10,"Diego",57,NA,NA,NA,NA,"",NA,"","","20","E6-117_20"
"E6-118","E6","118",2021-08-10,"Diego",68,80,76,NA,NA,"",NA,"","","20","E6-118_20"
"E6-119","E6","119",2021-08-10,"Diego",75,94,88,80,NA,"",NA,"","","20","E6-119_20"
"E6-120","E6","120",2021-08-10,"Diego",84,111,101,95,NA,"",NA,"","","20","E6-120_20"
"E6-121","E6","121",2021-08-10,"Diego",81,114,102,91,NA,"",NA,"","","20","E6-121_20"
"E6-122","E6","122",2021-08-10,"Diego",71,NA,79,NA,NA,"",NA,"","","20","E6-122_20"
"E6-123","E6","123",2021-08-10,"Diego",72,85,79,NA,NA,"",NA,"","","20","E6-123_20"
"E6-124","E6","124",2021-08-10,"Diego",70,NA,97,90,NA,"",NA,"","","20","E6-124_20"
"E6-125","E6","125",2021-08-10,"Diego",60,NA,NA,NA,NA,"",NA,"","M27","20","E6-125_20"
"E6-126","E6","126",2021-08-10,"Diego",47,NA,NA,NA,NA,"",NA,"","","20","E6-126_20"
"E6-127","E6","127",2021-08-10,"Diego",60,NA,NA,NA,NA,"",NA,"","","20","E6-127_20"
"E6-128","E6","128",2021-08-10,"Diego",89,104,100,91,NA,"",NA,"","","20","E6-128_20"
"E6-129","E6","129",2021-08-10,"Diego",53,NA,80,73,NA,"",NA,"","","20","E6-129_20"
"E6-130","E6","130",2021-08-10,"Diego",80,122,115,100,NA,"",NA,"","","20","E6-130_20"
"E6-131","E6","131",2021-08-10,"Diego",72,NA,100,95,NA,"",NA,"","","20","E6-131_20"
"E6-132","E6","132",2021-08-10,"Diego",82,108,102,87,NA,"",NA,"","","20","E6-132_20"
"E6-133","E6","133",2021-08-10,"Diego",77,95,90,80,NA,"",NA,"","","20","E6-133_20"
"E6-134","E6","134",2021-08-10,"Diego",NA,NA,NA,NA,NA,"",NA,"","","20","E6-134_20"
"E6-135","E6","135",2021-08-10,"Diego",59,97,90,82,NA,"",NA,"","","20","E6-135_20"
"E6-136","E6","136",2021-08-10,"Diego",96,99,NA,NA,NA,"",NA,"","","20","E6-136_20"
"E6-137","E6","137",2021-08-10,"Diego",46,NA,NA,NA,NA,"",NA,"","","20","E6-137_20"
"E6-138","E6","138",2021-08-10,"Diego",56,NA,108,100,NA,"",NA,"","M28","20","E6-138_20"
"E6-139","E6","139",2021-08-10,"Diego",NA,NA,NA,NA,NA,"",NA,"","","20","E6-139_20"
"E6-140","E6","140",2021-08-10,"Diego",47,NA,70,56,NA,"",NA,"","M29","20","E6-140_20"
"E6-141","E6","141",2021-08-10,"Diego",67,NA,85,79,NA,"",NA,"","","20","E6-141_20"
"E6-142","E6","142",2021-08-10,"Diego",64,75,71,NA,NA,"",NA,"","","20","E6-142_20"
"E6-143","E6","143",2021-08-10,"Diego",78,127,121,105,NA,"",NA,"","M30","20","E6-143_20"
"E6-144","E6","144",2021-08-10,"Diego",81,111,105,85,NA,"",NA,"","","20","E6-144_20"
"E6-145","E6","145",2021-08-10,"Diego",65,NA,NA,NA,NA,"",NA,"","","20","E6-145_20"
"E6-146","E6","146",2021-08-10,"Diego",51,NA,NA,75,NA,"",NA,"","","20","E6-146_20"
"E6-147","E6","147",2021-08-10,"Diego",86,NA,NA,96,NA,"",NA,"","","20","E6-147_20"
"E6-148","E6","148",2021-08-10,"Diego",66,102,97,87,NA,"",NA,"","","20","E6-148_20"
"E6-149","E6","149",2021-08-10,"Diego",59,96,NA,90,NA,"",NA,"","","20","E6-149_20"
"E6-150","E6","150",2021-08-10,"Diego",85,110,104,88,NA,"",NA,"","","20","E6-150_20"
"E6-151","E6","151",2021-08-10,"Diego",57,NA,67,NA,NA,"",NA,"","","20","E6-151_20"
"E6-152","E6","152",2021-08-10,"Diego",76,94,90,81,NA,"",NA,"","","20","E6-152_20"
"E6-153","E6","153",2021-08-10,"Diego",59,NA,NA,93,NA,"",NA,"","M31","20","E6-153_20"
"E6-154","E6","154",2021-08-10,"Diego",25,NA,NA,NA,NA,"",NA,"","","20","E6-154_20"
"E6-155","E6","155",2021-08-10,"Diego",95,132,123,104,NA,"",NA,"","","20","E6-155_20"
"E6-156","E6","156",2021-08-10,"Diego",84,NA,105,NA,NA,"",NA,"","","20","E6-156_20"
"E6-157","E6","157",2021-08-10,"Diego",NA,NA,NA,NA,NA,"",NA,"","","20","E6-157_20"
"E6-158","E6","158",2021-08-10,"Diego",55,NA,NA,92,NA,"",NA,"","M32","20","E6-158_20"
"E6-159","E6","159",2021-08-10,"Diego",81,104,100,88,NA,"",NA,"","","20","E6-159_20"
"E6-160","E6","160",2021-08-10,"Diego",87,NA,104,98,NA,"",NA,"","","20","E6-160_20"
"E6-161","E6","161",2021-08-10,"Diego",68,NA,110,100,NA,"",NA,"","","20","E6-161_20"
"E6-162","E6","162",2021-08-10,"Diego",88,96,90,NA,NA,"",NA,"","","20","E6-162_20"
"E6-163","E6","163",2021-08-10,"Diego",68,96,94,80,NA,"",NA,"","M33","20","E6-163_20"
"E6-164","E6","164",2021-08-10,"Diego",60,75,69,65,NA,"",NA,"","","20","E6-164_20"
"E6-165","E6","165",2021-08-10,"Diego",75,110,95,90,NA,"",NA,"","M34","20","E6-165_20"
"E6-166","E6","166",2021-08-10,"Diego",95,98,NA,NA,NA,"",NA,"","","20","E6-166_20"
"E6-167","E6","167",2021-08-10,"Diego",75,NA,79,NA,NA,"",NA,"","","20","E6-167_20"
"E6-168","E6","168",2021-08-10,"Diego",53,NA,72,66,NA,"",NA,"","M35","20","E6-168_20"
"E6-169","E6","169",2021-08-10,"Diego",99,104,NA,NA,NA,"",NA,"","","20","E6-169_20"
"E6-170","E6","170",2021-08-10,"Diego",49,NA,NA,59,NA,"",NA,"","","20","E6-170_20"
"E6-171","E6","171",2021-08-10,"Diego",96,100,NA,NA,NA,"",NA,"","","20","E6-171_20"
"E6-172","E6","172",2021-08-10,"Diego",95,102,96,NA,NA,"",NA,"","","20","E6-172_20"
"E6-173","E6","173",2021-08-10,"Diego",76,125,118,99,NA,"",NA,"","","20","E6-173_20"
"E6-174","E6","174",2021-08-10,"Diego",94,95,NA,NA,NA,"",NA,"","","20","E6-174_20"
"E6-175","E6","175",2021-08-10,"Diego",84,NA,95,NA,NA,"",NA,"","","20","E6-175_20"
"E6-176","E6","176",2021-08-10,"Diego",72,NA,NA,NA,NA,"",NA,"","","20","E6-176_20"
"E6-177","E6","177",2021-08-10,"Diego",103,105,NA,NA,NA,"",NA,"","","20","E6-177_20"
"E6-178","E6","178",2021-08-10,"Diego",79,83,NA,NA,NA,"",NA,"","","20","E6-178_20"
"E6-179","E6","179",2021-08-10,"Diego",69,NA,75,NA,NA,"",NA,"","M37","20","E6-179_20"
"E6-180","E6","180",2021-08-10,"Diego",69,NA,80,NA,NA,"",NA,"","","20","E6-180_20"
"E6-181","E6","181",2021-08-10,"Diego",47,NA,67,62,NA,"",NA,"","","20","E6-181_20"
"E6-182","E6","182",2021-08-10,"Diego",83,NA,NA,91,NA,"",NA,"","","20","E6-182_20"
"E6-183","E6","183",2021-08-10,"Diego",68,NA,NA,77,NA,"",NA,"","","20","E6-183_20"
"E6-184","E6","184",2021-08-10,"Diego",77,88,83,NA,NA,"",NA,"","","20","E6-184_20"
"E6-185","E6","185",2021-08-10,"Diego",40,48,NA,NA,NA,"",NA,"","M36","20","E6-185_20"
"E6-186","E6","186",2021-08-10,"Diego",75,109,105,95,NA,"",NA,"","","20","E6-186_20"
"E6-187","E6","187",2021-08-10,"Diego",60,NA,NA,71,NA,"",NA,"","","20","E6-187_20"
"E6-188","E6","188",2021-08-10,"Diego",87,118,111,101,NA,"",NA,"","M38","20","E6-188_20"
"E6-189","E6","189",2021-08-10,"Diego",71,NA,NA,95,NA,"",NA,"","M39","20","E6-189_20"
"E6-190","E6","190",2021-08-10,"Diego",66,95,90,81,NA,"",NA,"","M40","20","E6-190_20"
"E6-191","E6","191",2021-08-10,"Diego",58,NA,NA,76,NA,"",NA,"","","20","E6-191_20"
"E6-192","E6","192",2021-08-10,"Diego",92,122,115,101,NA,"",NA,"","","20","E6-192_20"
"E6-193","E6","193",2021-08-10,"Diego",58,NA,NA,76,NA,"",NA,"","M41","20","E6-193_20"
"E6-194","E6","194",2021-08-10,"Diego",61,NA,NA,78,NA,"",NA,"","","20","E6-194_20"
"E6-195","E6","195",2021-08-10,"Diego",72,100,97,81,NA,"",NA,"","","20","E6-195_20"
"E6-196","E6","196",2021-08-10,"Diego",71,72,NA,NA,NA,"",NA,"","","20","E6-196_20"
"E6-197","E6","197",2021-08-10,"Diego",80,101,100,92,NA,"",NA,"","","20","E6-197_20"
"E6-198","E6","198",2021-08-10,"Diego",61,NA,NA,78,NA,"",NA,"","M42","20","E6-198_20"
"E6-199","E6","199",2021-08-10,"Diego",105,NA,115,112,NA,"",NA,"","M43","20","E6-199_20"
"E6-200","E6","200",2021-08-10,"Diego",85,87,NA,NA,NA,"",NA,"","","20","E6-200_20"
"E9-1","E9","1",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-1_20"
"E9-2","E9","2",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-2_20"
"E9-3","E9","3",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-3_20"
"E9-4","E9","4",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-4_20"
"E9-5","E9","5",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-5_20"
"E9-6","E9","6",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-6_20"
"E9-7","E9","7",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-7_20"
"E9-8","E9","8",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-8_20"
"E9-9","E9","9",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-9_20"
"E9-10","E9","10",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-10_20"
"E9-11","E9","11",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-11_20"
"E9-12","E9","12",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-12_20"
"E9-13","E9","13",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-13_20"
"E9-14","E9","14",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-14_20"
"E9-15","E9","15",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-15_20"
"E9-16","E9","16",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-16_20"
"E9-17","E9","17",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-17_20"
"E9-18","E9","18",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-18_20"
"E9-19","E9","19",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-19_20"
"E9-20","E9","20",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-20_20"
"E9-21","E9","21",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-21_20"
"E9-22","E9","22",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-22_20"
"E9-23","E9","23",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-23_20"
"E9-24","E9","24",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-24_20"
"E9-25","E9","25",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-25_20"
"E9-26","E9","26",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-26_20"
"E9-27","E9","27",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-27_20"
"E9-28","E9","28",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-28_20"
"E9-29","E9","29",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-29_20"
"E9-30","E9","30",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-30_20"
"E9-31","E9","31",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-31_20"
"E9-32","E9","32",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-32_20"
"E9-33","E9","33",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-33_20"
"E9-34","E9","34",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-34_20"
"E9-35","E9","35",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-35_20"
"E9-36","E9","36",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-36_20"
"E9-37","E9","37",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-37_20"
"E9-38","E9","38",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-38_20"
"E9-39","E9","39",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-39_20"
"E9-40","E9","40",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-40_20"
"E9-41","E9","41",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-41_20"
"E9-42","E9","42",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-42_20"
"E9-43","E9","43",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-43_20"
"E9-44","E9","44",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-44_20"
"E9-45","E9","45",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-45_20"
"E9-46","E9","46",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-46_20"
"E9-47","E9","47",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-47_20"
"E9-48","E9","48",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-48_20"
"E9-49","E9","49",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-49_20"
"E9-50","E9","50",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-50_20"
"E9-51","E9","51",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-51_20"
"E9-52","E9","52",2021-08-10,"Maya ",NA,NA,NA,NA,NA,"",NA,"","","20","E9-52_20"
