Block,Pos,Date,Weight (g),Measured_by,Entered_by,Missing,Notes
E9,182,2023-01-16,41.25,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,183,2023-01-16,34.65,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,184,2023-01-16,61.98,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,185,2023-01-16,50.09,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,186,2023-01-16,38.54,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,187,2023-01-16,41.13,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,188,2023-01-16,43.98,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,189,2023-01-16,40.54,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,190,2023-01-16,46.74,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,191,2023-01-16,31.73,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,192,2023-01-16,34.57,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,193,2023-01-16,35.22,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,194,2023-01-16,33.49,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,195,2023-01-16,66.26,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,196,2023-01-16,38.4,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,197,2023-01-16,31.56,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,198,2023-01-16,42.39,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,199,2023-01-16,33.89,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,200,2023-01-16,31.65,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,201,2023-01-16,65.92,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,202,2023-01-16,40.93,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E10,1,2023-05-05,48.69,Mia Akbar,Mia Akbar,,
E10,2,2023-05-05,41.17,Mia Akbar,Mia Akbar,,
E10,3,2023-05-05,57.18,Mia Akbar,Mia Akbar,,
E10,4,2023-05-05,35.61,Mia Akbar,Mia Akbar,,
E10,5,2023-05-05,62.26,Mia Akbar,Mia Akbar,,
E10,6,2023-05-05,37.31,Mia Akbar,Mia Akbar,,
E10,7,2023-05-05,36.87,Mia Akbar,Mia Akbar,,
E10,8,2023-05-05,56.42,Mia Akbar,Mia Akbar,,
E10,9,2023-05-05,35.76,Mia Akbar,Mia Akbar,,
E10,10,2023-05-05,44.32,Mia Akbar,Mia Akbar,,
E10,11,2023-05-05,40.85,Mia Akbar,Mia Akbar,,
E10,12,2023-05-05,41.04,Mia Akbar,Mia Akbar,,
E10,13,2023-05-05,41.82,Mia Akbar,Mia Akbar,,
E10,14,2023-05-05,42.02,Mia Akbar,Mia Akbar,,
E10,15,2023-05-05,44.16,Mia Akbar,Mia Akbar,,
E10,16,2023-05-05,43.03,Mia Akbar,Mia Akbar,,
E10,17,2023-05-05,42.4,Mia Akbar,Mia Akbar,,
E10,18,2023-05-05,40.15,Mia Akbar,Mia Akbar,,
E10,19,2023-05-05,47.81,Mia Akbar,Mia Akbar,,
E10,20,2023-05-05,42.28,Mia Akbar,Mia Akbar,,
E10,21,2023-05-05,45.22,Mia Akbar,Mia Akbar,,
E10,22,2023-05-05,46.1,Mia Akbar,Mia Akbar,,
E10,23,2023-05-05,40.27,Mia Akbar,Mia Akbar,,
E10,24,2023-05-05,35.81,Mia Akbar,Mia Akbar,,
E10,25,2023-05-05,41,Mia Akbar,Mia Akbar,,
E10,26,2023-05-05,34.84,Mia Akbar,Mia Akbar,,
E10,27,2023-05-05,45.59,Mia Akbar,Mia Akbar,,
E10,28,2023-05-05,33.74,Mia Akbar,Mia Akbar,,
E10,29,2023-05-05,37.7,Mia Akbar,Mia Akbar,,
E10,30,2023-05-05,39.55,Mia Akbar,Mia Akbar,,
E10,31,2023-05-05,39.9,Mia Akbar,Mia Akbar,,
E10,32,2023-05-05,32.95,Mia Akbar,Mia Akbar,1,no fruit
E10,33,2023-05-05,42.73,Mia Akbar,Mia Akbar,,
E10,34,2023-05-05,35.83,Mia Akbar,Mia Akbar,,
E10,35,2023-05-05,76.77,Mia Akbar,Mia Akbar,,
E10,36,2023-05-05,42.06,Mia Akbar,Mia Akbar,,
E10,37,2023-05-05,35.09,Mia Akbar,Mia Akbar,,
E10,38,2023-05-05,39.94,Mia Akbar,Mia Akbar,,
E10,39,2023-05-05,34.02,Mia Akbar,Mia Akbar,,
E10,40,2023-05-05,33.67,Mia Akbar,Mia Akbar,,
E10,41,2023-05-05,35.7,Mia Akbar,Mia Akbar,,
E10,42,2023-05-05,37.83,Mia Akbar,Mia Akbar,,
E10,43,2023-05-05,34.74,Mia Akbar,Mia Akbar,,
E10,44,2023-05-05,35.52,Mia Akbar,Mia Akbar,,
E10,45,2023-05-05,32.87,Mia Akbar,Mia Akbar,1,no fruit
E10,46,2023-05-05,43.17,Mia Akbar,Mia Akbar,,
E10,47,2023-05-05,37.64,Mia Akbar,Mia Akbar,,
E10,48,2023-05-05,42.14,Mia Akbar,Mia Akbar,,
E10,49,2023-05-05,38.23,Mia Akbar,Mia Akbar,,
E10,50,2023-05-05,65.1,Mia Akbar,Mia Akbar,,
E10,51,2023-05-05,84.48,Mia Akbar,Mia Akbar,,
E10,52,2023-05-05,43.55,Mia Akbar,Mia Akbar,,
E10,53,2023-05-05,46.67,Mia Akbar,Mia Akbar,,
E10,54,2023-05-05,37.91,Mia Akbar,Mia Akbar,,
E10,55,2023-05-05,34.39,Mia Akbar,Mia Akbar,,
E10,56,2023-05-05,56.65,Mia Akbar,Mia Akbar,,
E10,57,2023-05-05,35.53,Mia Akbar,Mia Akbar,,
E10,58,2023-05-05,45.78,Mia Akbar,Mia Akbar,,
E10,59,2023-05-05,59.15,Mia Akbar,Mia Akbar,,
E10,60,2023-05-05,40.81,Mia Akbar,Mia Akbar,,
E10,61,2023-05-05,43.22,Mia Akbar,Mia Akbar,,
E10,62,2023-05-05,36.88,Mia Akbar,Mia Akbar,,
E10,63,2023-05-05,62.8,Mia Akbar,Mia Akbar,,
E10,64,2023-05-05,48.18,Mia Akbar,Mia Akbar,,
E10,65,2023-05-05,59.28,Mia Akbar,Mia Akbar,,
E10,66,2023-05-05,38.41,Mia Akbar,Mia Akbar,,
E10,67,2023-05-05,47.2,Mia Akbar,Mia Akbar,,
E10,68,2023-05-05,43.9,Mia Akbar,Mia Akbar,,
E10,69,2023-05-05,34.82,Mia Akbar,Mia Akbar,,
E10,70,2023-05-05,41.33,Mia Akbar,Mia Akbar,,
E10,71,2023-05-05,63.67,Mia Akbar,Mia Akbar,,
E10,72,2023-05-05,37.08,Mia Akbar,Mia Akbar,,
E10,73,2023-05-05,36.19,Mia Akbar,Mia Akbar,,
E10,74,2023-05-05,38.87,Mia Akbar,Mia Akbar,,
E10,75,2023-05-05,44.58,Mia Akbar,Mia Akbar,,
E10,76,2023-05-05,41.17,Mia Akbar,Mia Akbar,,
E10,77,2023-05-05,35.04,Mia Akbar,Mia Akbar,,
E10,78,2023-05-05,48.69,Mia Akbar,Mia Akbar,,
E10,79,2023-05-05,44.34,Mia Akbar,Mia Akbar,,
E10,80,2023-05-05,41.63,Mia Akbar,Mia Akbar,,
E10,81,2023-05-05,39.88,Mia Akbar,Mia Akbar,,
E10,82,2023-05-05,40.79,Mia Akbar,Mia Akbar,,
E10,83,2023-05-05,36.09,Mia Akbar,Mia Akbar,,
E10,84,2023-05-05,36.05,Mia Akbar,Mia Akbar,,
E10,85,2023-05-05,34.83,Mia Akbar,Mia Akbar,,
E10,86,2023-05-05,33.52,Mia Akbar,Mia Akbar,,
E10,87,2023-05-05,33.02,Mia Akbar,Mia Akbar,1,missing
E10,88,2023-05-05,37.33,Mia Akbar,Mia Akbar,,
E10,89,2023-05-05,50.39,Mia Akbar,Mia Akbar,,
E10,90,2023-05-05,42.91,Mia Akbar,Mia Akbar,,
E10,91,2023-05-05,73.45,Mia Akbar,Mia Akbar,,
E10,92,2023-05-05,36.84,Mia Akbar,Mia Akbar,,
E10,93,2023-05-05,38.14,Mia Akbar,Mia Akbar,,
E10,94,2023-05-05,55.72,Mia Akbar,Mia Akbar,,
E10,95,2023-05-05,41.23,Mia Akbar,Mia Akbar,,
E10,96,2023-05-05,45.43,Mia Akbar,Mia Akbar,,
E10,97,2023-05-05,35.64,Mia Akbar,Mia Akbar,,
E10,98,2023-05-05,47.52,Mia Akbar,Mia Akbar,,
E10,99,2023-05-05,49.95,Mia Akbar,Mia Akbar,,
E10,100,2023-05-05,40.22,Mia Akbar,Mia Akbar,,
E10,101,2023-05-05,78.04,Mia Akbar,Mia Akbar,,
E10,102,2023-05-05,41.08,Mia Akbar,Mia Akbar,,
E10,103,2023-05-05,69.22,Mia Akbar,Mia Akbar,,
E10,104,2023-05-05,50.63,Mia Akbar,Mia Akbar,,
E10,105,2023-05-05,56.94,Mia Akbar,Mia Akbar,,
E10,106,2023-05-05,40.92,Mia Akbar,Mia Akbar,,
E10,107,2023-05-05,37.33,Mia Akbar,Mia Akbar,,
E10,108,2023-05-05,58.73,Mia Akbar,Mia Akbar,,
E10,109,2023-05-05,40.95,Mia Akbar,Mia Akbar,,
E10,110,2023-05-05,56.22,Mia Akbar,Mia Akbar,,
E10,111,2023-05-05,46.84,Mia Akbar,Mia Akbar,,
E10,112,2023-05-05,44.42,Mia Akbar,Mia Akbar,,
E10,113,2023-05-05,41.32,Mia Akbar,Mia Akbar,,
E10,114,2023-05-05,38.46,Mia Akbar,Mia Akbar,,
E10,115,2023-05-05,39.61,Mia Akbar,Mia Akbar,,
E10,116,2023-05-05,63.34,Mia Akbar,Mia Akbar,,
E10,117,2023-05-05,39.11,Mia Akbar,Mia Akbar,,
E10,118,2023-05-05,40.11,Mia Akbar,Mia Akbar,,
E10,119,2023-05-05,48.78,Mia Akbar,Mia Akbar,,
E10,120,2023-05-05,35.34,Mia Akbar,Mia Akbar,,
E10,121,2023-05-05,62.63,Mia Akbar,Mia Akbar,,
E10,122,2023-05-05,45.82,Mia Akbar,Mia Akbar,,
E10,123,2023-05-05,66.42,Mia Akbar,Mia Akbar,,
E10,124,2023-05-05,73.76,Mia Akbar,Mia Akbar,,
E10,125,2023-05-05,47.83,Mia Akbar,Mia Akbar,,
E10,126,2023-05-05,53.66,Mia Akbar,Mia Akbar,,
E10,127,2023-05-05,38.04,Mia Akbar,Mia Akbar,,
E10,128,2023-05-05,41.23,Mia Akbar,Mia Akbar,,
E10,129,2023-05-05,50.71,Mia Akbar,Mia Akbar,,
E10,130,2023-05-05,40.64,Mia Akbar,Mia Akbar,,
E10,131,2023-05-05,38.55,Mia Akbar,Mia Akbar,,
E10,132,2023-05-05,41.61,Mia Akbar,Mia Akbar,,
E10,133,2023-05-05,103.9,Mia Akbar,Mia Akbar,,
E10,134,2023-05-05,36.65,Mia Akbar,Mia Akbar,,
E10,135,2023-05-05,50.78,Mia Akbar,Mia Akbar,,
E10,136,2023-05-05,37.64,Mia Akbar,Mia Akbar,,
E10,137,2023-05-05,37.21,Mia Akbar,Mia Akbar,,
E10,138,2023-05-05,57.39,Mia Akbar,Mia Akbar,,
E10,139,2023-05-05,37.8,Mia Akbar,Mia Akbar,,
E10,140,2023-05-05,33.61,Mia Akbar,Mia Akbar,1,no fruit
E10,141,2023-05-05,57.92,Mia Akbar,Mia Akbar,,
E10,142,2023-05-05,50.93,Mia Akbar,Mia Akbar,,
E10,143,2023-05-05,37.64,Mia Akbar,Mia Akbar,,
E10,144,2023-05-05,33.88,Mia Akbar,Mia Akbar,,
E10,145,2023-05-05,44.33,Mia Akbar,Mia Akbar,,
E10,146,2023-05-05,37.69,Mia Akbar,Mia Akbar,,
E10,147,2023-05-05,68.32,Mia Akbar,Mia Akbar,,
E10,148,2023-05-05,46.81,Mia Akbar,Mia Akbar,,
E10,149,2023-05-05,34.75,Mia Akbar,Mia Akbar,,
E10,150,2023-05-05,42.68,Mia Akbar,Mia Akbar,,
E10,151,2023-05-08,47.89,Mia Akbar,Mia Akbar,,
E10,152,2023-05-08,46.36,Mia Akbar,Mia Akbar,,
E10,153,2023-05-08,76.32,Mia Akbar,Mia Akbar,,
E10,154,2023-05-08,34.84,Mia Akbar,Mia Akbar,,
E10,155,2023-05-08,38.98,Mia Akbar,Mia Akbar,,
E10,156,2023-05-08,35.39,Mia Akbar,Mia Akbar,,
E10,157,2023-05-08,40.11,Mia Akbar,Mia Akbar,,
E10,158,2023-05-08,46.92,Mia Akbar,Mia Akbar,,
E10,159,2023-05-08,36.94,Mia Akbar,Mia Akbar,,
E10,160,2023-05-08,37.24,Mia Akbar,Mia Akbar,,
E10,161,2023-05-08,63.96,Mia Akbar,Mia Akbar,,
E10,162,2023-05-08,46.78,Mia Akbar,Mia Akbar,,
E10,163,2023-05-08,44.45,Mia Akbar,Mia Akbar,,
E10,164,2023-05-08,39.5,Mia Akbar,Mia Akbar,,
E10,165,2023-05-08,38.76,Mia Akbar,Mia Akbar,,
E10,166,2023-05-08,42.1,Mia Akbar,Mia Akbar,,
E10,167,2023-05-08,45.7,Mia Akbar,Mia Akbar,,
E10,168,2023-05-08,40.79,Mia Akbar,Mia Akbar,,
E10,169,2023-05-08,37.7,Mia Akbar,Mia Akbar,,
E10,170,2023-05-08,36.23,Mia Akbar,Mia Akbar,,
E10,171,2023-05-08,36.9,Mia Akbar,Mia Akbar,,
E10,172,2023-05-08,33.29,Mia Akbar,Mia Akbar,1,no fruit
E10,173,2023-05-08,65.27,Mia Akbar,Mia Akbar,,
E10,174,2023-05-08,37.64,Mia Akbar,Mia Akbar,,
E10,175,2023-05-08,46.94,Mia Akbar,Mia Akbar,,
E10,176,2023-05-08,41.74,Mia Akbar,Mia Akbar,,
E10,177,2023-05-08,38.73,Mia Akbar,Mia Akbar,,
E10,178,2023-05-08,63.84,Mia Akbar,Mia Akbar,,
E10,179,2023-05-08,47.04,Mia Akbar,Mia Akbar,,
E10,180,2023-05-08,53.94,Mia Akbar,Mia Akbar,,
E10,181,2023-05-08,65.27,Mia Akbar,Mia Akbar,,
E10,182,2023-05-08,35.24,Mia Akbar,Mia Akbar,,
E10,183,2023-05-08,42.01,Mia Akbar,Mia Akbar,,
E10,184,2023-05-08,42.87,Mia Akbar,Mia Akbar,,
E10,185,2023-05-08,41.17,Mia Akbar,Mia Akbar,,
E10,186,2023-05-08,41.8,Mia Akbar,Mia Akbar,,
E10,187,2023-05-08,41.64,Mia Akbar,Mia Akbar,,
E10,188,2023-05-08,43.79,Mia Akbar,Mia Akbar,,
E10,189,2023-05-08,56.92,Mia Akbar,Mia Akbar,,
E10,190,2023-05-08,35.09,Mia Akbar,Mia Akbar,,
E10,191,2023-05-08,42.14,Mia Akbar,Mia Akbar,,
E10,192,2023-05-08,45.27,Mia Akbar,Mia Akbar,,
E10,193,2023-05-08,87.07,Mia Akbar,Mia Akbar,,
E10,194,2023-05-08,63.69,Mia Akbar,Mia Akbar,,
E10,195,2023-05-08,39.46,Mia Akbar,Mia Akbar,,
E10,196,2023-05-08,38.11,Mia Akbar,Mia Akbar,,
E10,197,2023-05-08,61,Mia Akbar,Mia Akbar,,
E10,198,2023-05-08,48.47,Mia Akbar,Mia Akbar,,
E10,199,2023-05-08,45.12,Mia Akbar,Mia Akbar,,
E10,200,2023-05-08,40.84,Mia Akbar,Mia Akbar,,
E10,201,2023-05-08,68.06,Mia Akbar,Mia Akbar,,
